timestamp,header.stamp.sec,header.stamp.nanosec,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z
1757393355502629580,1757393353,107763290,0.0014602599782197003,0.004300671709843591,-0.05070492659310131,-0.0008972811157491748,5.8701053814596665e-05,0.0011305742667657953,0.9999989566207622,0.0,0.0,0.0,0.0,0.0,0.0
1757393355513543178,1757393353,207765102,0.0017345487890133644,0.00498003338755681,-0.05033354227754002,6.252918706849532e-05,-5.4524864106171425e-05,0.001094771243707709,0.9999993972963505,0.0,0.0,0.0,0.0,0.0,0.0
1757393355521657139,1757393353,307941198,0.0035502673146052977,0.004607806530243624,-0.050556521583381434,0.00015412246626407764,0.00012823172048798687,0.0013954956041986174,0.9999990061969611,0.0,0.0,0.0,0.0,0.0,0.0
1757393355528212765,1757393353,407946825,0.0039181455435849475,0.005172553244847003,-0.050748624482926344,-0.00020142571508431325,-4.6754681936827096e-05,0.0033512246042351796,0.9999943632517801,0.0,0.0,0.0,0.0,0.0,0.0
1757393355537678566,1757393353,507724046,0.004776688247533368,0.005750162470622549,-0.05068007874072211,-0.0002484188035200156,5.423490900350532e-06,0.001942756025571258,0.9999980819770149,0.0,0.0,0.0,0.0,0.0,0.0
1757393355549727886,1757393353,606582164,0.0059029182139037194,0.006483808787875994,-0.05129923276609848,-0.00015833027764143722,0.00034787908880682165,0.0018191040861115877,0.9999982723845011,0.0,0.0,0.0,0.0,0.0,0.0
1757393355564694964,1757393353,707819938,0.005702605660545094,0.007508121209852339,-0.052251074517318315,-0.00037013832739256087,-0.0008334154666826882,0.002564206799265719,0.9999962966230269,0.0,0.0,0.0,0.0,0.0,0.0
1757393355574741459,1757393353,807790279,0.004848002868729006,0.00811705195234283,-0.052461249993764725,0.0004568945292095404,-0.0006348785803357034,0.0019265684918948432,0.9999978382528751,0.0,0.0,0.0,0.0,0.0,0.0
1757393355585055406,1757393353,907797574,0.004355156352908434,0.0088630382583249,-0.05184020105198675,0.0007836334885083695,0.0002488354957220848,0.002981140380107709,0.999995218389311,0.0,0.0,0.0,0.0,0.0,0.0
1757393355596710402,1757393354,7945775,0.00430037325767963,0.00963938751990357,-0.051628191558748045,0.0005020931057739569,0.00030470638955271053,0.0027443309536415365,0.9999960618443186,0.0,0.0,0.0,0.0,0.0,0.0
1757393355610325057,1757393355,407818317,0.007678753457769664,0.010879988093985857,-0.05173411398025672,2.01028155906066e-05,-8.479595699825766e-05,0.0021819229874849083,0.9999976158059574,0.0,0.0,0.0,0.0,0.0,0.0
1757393355618191399,1757393355,505361080,0.009821212382181848,0.011587653769400963,-0.0533414353068003,0.000738018252775356,-0.00034518972277494453,0.0022527942693875147,0.9999971305414299,0.0,0.0,0.0,0.0,0.0,0.0
1757393355633303141,1757393355,607899188,0.010527576581177811,0.011934414624384333,-0.05403669366408907,0.00045370727809502647,6.087437363904821e-05,0.002110229263892605,0.9999976686855175,0.0,0.0,0.0,0.0,0.0,0.0
1757393355732341879,1757393355,707822322,0.011610146022683988,0.014132388479812569,-0.053323511297206846,0.0014188216077266535,-0.001421327869616204,0.002330075800895595,0.9999952687483549,0.0,0.0,0.0,0.0,0.0,0.0
1757393355847844783,1757393355,807748794,0.013969214265072614,0.01495113055392529,-0.05283454838028142,0.0015727195700472024,-0.019892826138515188,-0.0023005780189161037,0.9997982343263845,0.0,0.0,0.0,0.0,0.0,0.0
1757393355949907152,1757393355,907862186,0.01629248110372344,0.01592696749375732,-0.05244521391800673,0.00306950248325371,-0.041744089448910615,-0.0001550644413632028,0.9991236085217914,0.0,0.0,0.0,0.0,0.0,0.0
1757393356035664602,1757393356,8108377,0.018931882585986916,0.015824890756659257,-0.05269116935138468,0.005543370614681072,-0.05566469002946458,0.0010983562398342232,0.9984335265503269,0.0,0.0,0.0,0.0,0.0,0.0
